id,Name,Cost,Unit,Title,Description,Keywords,Steel_grade,Sawing,Standard,Diameter,Height,Width,Thickness,Section,Coating,View,Brinell_hardness
1083,Труба 426х30 ст20 ГК,31000,ton,Труба 426х30 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 426х30 из стали 20,"Где купить трубу 426х30 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 426х30! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 426х30 ст20, купить трубу 426х30 ст20, труба 426х30 ст20 цена, купить трубу 426х30",20,11-12м,ГОСТ 8732,426 мм,,,30 мм,,,Бесшовная горячекатаная труба,
1084,Труба 426х35 ст45 ГК,31000,ton,Труба 426х35 ст45 купить в Киеве. Лучшая цена за метр горячекатаной трубы 426х35 из стали 45,"Где купить трубу 426х35 ст45 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 426х35! ГОСТ 8732, сталь 45. Звоните: (044) 503-50-45","труба 426х35 ст45, купить трубу 426х35 ст45, труба 426х35 ст45 цена, купить трубу 426х35",45,11-12м,ГОСТ 8732,426 мм,,,35 мм,,,Бесшовная горячекатаная труба,
1085,Труба 426х40 ст20 ГК,31000,ton,Труба 426х40 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 426х40 из стали 20,"Где купить трубу 426х40 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 426х40! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 426х40 ст20, купить трубу 426х40 ст20, труба 426х40 ст20 цена, купить трубу 426х40",20,11-12м,ГОСТ 8732,426 мм,,,40 мм,,,Бесшовная горячекатаная труба,
1086,Труба 426х45 ст20 ГК,31000,ton,Труба 426х45 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 426х45 из стали 20,"Где купить трубу 426х45 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 426х45! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 426х45 ст20, купить трубу 426х45 ст20, труба 426х45 ст20 цена, купить трубу 426х45",20,11-12м,ГОСТ 8732,426 мм,,,45 мм,,,Бесшовная горячекатаная труба,
1087,Труба 426х45 ст45 ГК,31000,ton,Труба 426х45 ст45 купить в Киеве. Лучшая цена за метр горячекатаной трубы 426х45 из стали 45,"Где купить трубу 426х45 ст45 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 426х45! ГОСТ 8732, сталь 45. Звоните: (044) 503-50-45","труба 426х45 ст45, купить трубу 426х45 ст45, труба 426х45 ст45 цена, купить трубу 426х45",45,11-12м,ГОСТ 8732,426 мм,,,45 мм,,,Бесшовная горячекатаная труба,
1088,Труба 426х60 ст20 ГК,31000,ton,Труба 426х60 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 426х60 из стали 20,"Где купить трубу 426х60 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 426х60! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 426х60 ст20, купить трубу 426х60 ст20, труба 426х60 ст20 цена, купить трубу 426х60",20,11-12м,ГОСТ 8732,426 мм,,,60 мм,,,Бесшовная горячекатаная труба,
1089,Труба 426х60 ст45 ГК,31000,ton,Труба 426х60 ст45 купить в Киеве. Лучшая цена за метр горячекатаной трубы 426х60 из стали 45,"Где купить трубу 426х60 ст45 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 426х60! ГОСТ 8732, сталь 45. Звоните: (044) 503-50-45","труба 426х60 ст45, купить трубу 426х60 ст45, труба 426х60 ст45 цена, купить трубу 426х60",45,11-12м,ГОСТ 8732,426 мм,,,60 мм,,,Бесшовная горячекатаная труба,
1090,Труба 440х40 ст20 ГК,27000,ton,Труба 440х40 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 440х40 из стали 20,"Где купить трубу 440х40 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 440х40! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 440х40 ст20, купить трубу 440х40 ст20, труба 440х40 ст20 цена, купить трубу 440х40",20,11-12м,ГОСТ 8732,440 мм,,,40 мм,,,Бесшовная горячекатаная труба,
1091,Труба 508х32 ст20 ГК,35000,ton,Труба 508х32 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 508х32 из стали 20,"Где купить трубу 508х32 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 508х32! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 508х32 ст20, купить трубу 508х32 ст20, труба 508х32 ст20 цена, купить трубу 508х32",20,11-12м,ГОСТ 8732,508 мм,,,32 мм,,,Бесшовная горячекатаная труба,
1092,Труба 530х8 ст20 ГК,35000,ton,Труба 530х8 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 530х8 из стали 20,"Где купить трубу 530х8 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 530х8! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 530х8 ст20, купить трубу 530х8 ст20, труба 530х8 ст20 цена, купить трубу 530х8",20,11-12м,ГОСТ 8732,530 мм,,,8 мм,,,Бесшовная горячекатаная труба,
1093,Труба 530х10 ст20 ГК,35000,ton,Труба 530х10 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 530х10 из стали 20,"Где купить трубу 530х10 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 530х10! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 530х10 ст20, купить трубу 530х10 ст20, труба 530х10 ст20 цена, купить трубу 530х10",20,11-12м,ГОСТ 8732,530 мм,,,10 мм,,,Бесшовная горячекатаная труба,
1094,Труба 530х12 ст20 ГК,35000,ton,Труба 530х12 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 530х12 из стали 20,"Где купить трубу 530х12 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 530х12! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 530х12 ст20, купить трубу 530х12 ст20, труба 530х12 ст20 цена, купить трубу 530х12",20,11-12м,ГОСТ 8732,530 мм,,,12 мм,,,Бесшовная горячекатаная труба,
1095,Труба 530х32 ст20 ГК,35000,ton,Труба 530х32 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 530х32 из стали 20,"Где купить трубу 530х32 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 530х32! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 530х32 ст20, купить трубу 530х32 ст20, труба 530х32 ст20 цена, купить трубу 530х32",20,11-12м,ГОСТ 8732,530 мм,,,32 мм,,,Бесшовная горячекатаная труба,
1096,Труба 530х40 ст20 ГК,35000,ton,Труба 530х40 ст20 купить в Киеве. Лучшая цена за метр горячекатаной трубы 530х40 из стали 20,"Где купить трубу 530х40 ст20 в Киеве? У нас лучшая цена на горячекатаные бесшовные трубы 530х40! ГОСТ 8732, сталь 20. Звоните: (044) 503-50-45","труба 530х40 ст20, купить трубу 530х40 ст20, труба 530х40 ст20 цена, купить трубу 530х40",20,11-12м,ГОСТ 8732,530 мм,,,40 мм,,,Бесшовная горячекатаная труба,
